,CRE,Cell_type,replicate_ID,umi_count
0,nobody,brain,1,0
1,nobody,brain,1,0
2,nobody,brain,1,0
3,nobody,brain,1,0
4,nobody,brain,1,0
5,nobody,brain,1,0
6,nobody,brain,1,0
7,nobody,brain,1,0
8,nobody,brain,1,0
9,nobody,brain,1,0
10,nobody,brain,1,0
11,nobody,brain,1,0
12,nobody,brain,1,0
13,nobody,brain,1,0
14,nobody,brain,1,0
15,nobody,brain,1,0
16,nobody,brain,1,0
17,nobody,brain,1,0
18,nobody,brain,1,0
19,nobody,brain,1,0
20,nobody,brain,1,0
21,nobody,brain,1,0
22,nobody,brain,1,0
23,nobody,brain,1,0
24,nobody,brain,1,0
25,nobody,brain,1,0
26,nobody,brain,1,0
27,nobody,brain,1,0
28,nobody,brain,1,0
29,nobody,brain,1,0
30,nobody,brain,1,0
31,nobody,brain,1,0
32,nobody,brain,1,0
33,nobody,brain,1,0
34,nobody,brain,1,0
35,nobody,brain,1,0
36,nobody,brain,1,0
37,nobody,brain,1,0
38,nobody,brain,1,0
39,nobody,brain,1,0
40,nobody,brain,1,0
41,nobody,brain,1,0
42,nobody,brain,1,0
43,nobody,brain,1,0
44,nobody,brain,1,0
45,nobody,brain,1,0
46,nobody,brain,1,0
47,nobody,brain,1,0
48,nobody,brain,1,0
49,nobody,brain,1,0
50,nobody,brain,1,0
51,nobody,brain,1,0
52,nobody,brain,1,0
53,nobody,brain,1,0
54,nobody,brain,1,0
55,nobody,brain,1,0
56,nobody,brain,1,0
57,nobody,brain,1,0
58,nobody,brain,1,0
59,nobody,brain,1,0
60,nobody,brain,1,0
61,nobody,brain,1,0
62,nobody,brain,1,0
63,nobody,brain,1,0
64,nobody,brain,1,0
65,nobody,brain,1,0
66,nobody,brain,1,0
67,nobody,brain,1,0
68,nobody,brain,1,0
69,nobody,brain,1,0
70,nobody,brain,1,0
71,nobody,brain,1,0
72,nobody,brain,1,0
73,nobody,brain,1,0
74,nobody,brain,1,0
75,nobody,brain,1,0
76,nobody,brain,1,0
77,nobody,brain,1,0
78,nobody,brain,1,0
79,nobody,brain,1,0
80,nobody,brain,1,0
81,nobody,brain,1,0
82,nobody,brain,1,0
83,nobody,brain,1,0
84,nobody,brain,1,0
85,nobody,brain,1,0
86,nobody,brain,1,0
87,nobody,brain,1,0
88,nobody,brain,1,0
89,nobody,brain,1,0
90,nobody,brain,1,0
91,nobody,brain,1,0
92,nobody,brain,1,0
93,nobody,brain,1,0
94,nobody,brain,1,0
95,nobody,brain,1,0
96,nobody,brain,1,0
97,nobody,brain,1,0
98,nobody,brain,1,0
99,nobody,brain,1,0
100,nobody,brain,1,0
101,nobody,brain,1,0
102,nobody,brain,1,0
103,nobody,brain,1,0
104,nobody,brain,1,0
105,nobody,brain,1,0
106,nobody,brain,1,0
107,nobody,brain,1,0
108,nobody,brain,1,0
109,nobody,brain,1,0
110,nobody,brain,1,0
111,nobody,brain,1,0
112,nobody,brain,1,0
113,nobody,brain,1,0
114,nobody,brain,1,0
115,nobody,brain,1,0
116,nobody,brain,1,0
117,nobody,brain,1,0
118,nobody,brain,1,0
119,nobody,brain,1,0
120,nobody,brain,1,0
121,nobody,brain,1,0
122,nobody,brain,1,0
123,nobody,brain,1,0
124,nobody,brain,1,0
125,nobody,brain,1,0
126,nobody,brain,1,0
127,nobody,brain,1,0
128,nobody,brain,1,0
129,nobody,brain,1,0
130,nobody,brain,1,0
131,nobody,brain,1,0
132,nobody,brain,1,0
133,nobody,brain,1,0
134,nobody,brain,1,0
135,nobody,brain,1,0
136,nobody,brain,1,0
137,nobody,brain,1,0
138,nobody,brain,1,0
139,nobody,brain,1,0
140,nobody,brain,1,0
141,nobody,brain,1,0
142,nobody,brain,1,0
143,nobody,brain,1,0
144,nobody,brain,1,0
145,nobody,brain,1,0
146,nobody,brain,1,0
147,nobody,brain,1,0
148,nobody,brain,1,0
149,nobody,brain,1,0
150,nobody,brain,1,0
151,nobody,brain,1,0
152,nobody,brain,1,0
153,nobody,brain,1,0
154,nobody,brain,1,0
155,nobody,brain,1,0
156,nobody,brain,1,0
157,nobody,brain,1,0
158,nobody,brain,1,0
159,nobody,brain,1,0
160,nobody,brain,1,0
161,nobody,brain,1,0
162,nobody,brain,1,0
163,nobody,brain,1,0
164,nobody,brain,1,0
165,nobody,brain,1,0
166,nobody,brain,1,0
167,nobody,brain,1,0
168,nobody,brain,1,0
169,nobody,brain,1,0
170,nobody,brain,1,0
171,nobody,brain,1,0
172,nobody,brain,1,0
173,nobody,brain,1,0
174,nobody,brain,1,0
175,nobody,brain,1,0
176,nobody,brain,1,0
177,nobody,brain,1,0
178,nobody,brain,1,0
179,nobody,brain,1,0
180,nobody,brain,1,0
181,nobody,brain,1,0
182,nobody,brain,1,0
183,nobody,brain,1,0
184,nobody,brain,1,0
185,nobody,brain,1,0
186,nobody,brain,1,0
187,nobody,brain,1,0
188,nobody,brain,1,0
189,nobody,brain,1,0
190,nobody,brain,1,0
191,nobody,brain,1,0
192,nobody,brain,1,0
193,nobody,brain,1,0
194,nobody,brain,1,0
195,nobody,brain,1,0
196,nobody,brain,1,0
197,nobody,brain,1,0
198,nobody,brain,1,0
199,nobody,brain,1,0
200,nobody,brain,1,0
201,nobody,brain,1,0
202,nobody,brain,1,0
203,nobody,brain,1,0
204,nobody,brain,1,0
205,nobody,brain,1,0
206,nobody,brain,1,0
207,nobody,brain,1,0
208,nobody,brain,1,0
209,nobody,brain,1,0
210,nobody,brain,1,0
211,nobody,brain,1,0
212,nobody,brain,1,0
213,nobody,brain,1,0
214,nobody,brain,1,0
215,nobody,brain,1,0
216,nobody,brain,1,0
217,nobody,brain,1,0
218,nobody,brain,1,0
219,nobody,brain,1,0
220,nobody,brain,1,0
221,nobody,brain,1,0
222,nobody,brain,1,0
223,nobody,brain,1,0
224,nobody,brain,1,0
225,nobody,brain,1,0
226,nobody,brain,1,0
227,nobody,brain,1,0
228,nobody,brain,1,0
229,nobody,brain,1,0
230,nobody,brain,1,0
231,nobody,brain,1,0
232,nobody,brain,1,0
233,nobody,brain,1,0
234,nobody,brain,1,0
235,nobody,brain,1,0
236,nobody,brain,1,0
237,nobody,brain,1,0
238,nobody,brain,1,0
239,nobody,brain,1,0
240,nobody,brain,1,0
241,nobody,brain,1,0
242,nobody,brain,1,0
243,nobody,brain,1,0
244,nobody,brain,1,0
245,nobody,brain,1,0
246,nobody,brain,1,0
247,nobody,brain,1,0
248,nobody,brain,1,0
249,nobody,brain,1,0
250,nobody,brain,1,0
251,nobody,brain,1,0
252,nobody,brain,1,0
253,nobody,brain,1,0
254,nobody,brain,1,0
255,nobody,brain,1,0
256,nobody,brain,1,0
257,nobody,brain,1,0
258,nobody,brain,1,0
259,nobody,brain,1,0
260,nobody,brain,1,0
261,nobody,brain,1,0
262,nobody,brain,1,0
263,nobody,brain,1,0
264,nobody,brain,1,0
265,nobody,brain,1,0
266,nobody,brain,1,0
267,nobody,brain,1,0
268,nobody,brain,1,0
269,nobody,brain,1,0
270,nobody,brain,1,0
271,nobody,brain,1,0
272,nobody,brain,1,0
273,nobody,brain,1,0
274,nobody,brain,1,0
275,nobody,brain,1,0
276,nobody,brain,1,0
277,nobody,brain,1,0
278,nobody,brain,1,0
279,nobody,brain,1,0
280,nobody,brain,1,0
281,nobody,brain,1,0
282,nobody,brain,1,0
283,nobody,brain,1,0
284,nobody,brain,1,0
285,nobody,brain,1,0
286,nobody,brain,1,0
287,nobody,brain,1,0
288,nobody,brain,1,0
289,nobody,brain,1,0
290,nobody,brain,1,0
291,nobody,brain,1,0
292,nobody,brain,1,0
293,nobody,brain,1,0
294,nobody,brain,1,0
295,nobody,brain,1,0
296,nobody,brain,1,0
297,nobody,brain,1,0
298,nobody,brain,1,0
299,nobody,brain,1,0
300,nobody,brain,1,0
301,nobody,brain,1,0
302,nobody,brain,1,0
303,nobody,brain,1,0
304,nobody,brain,1,0
305,nobody,brain,1,0
306,nobody,brain,1,0
307,nobody,brain,1,0
308,nobody,brain,1,0
309,nobody,brain,1,0
310,nobody,brain,1,0
311,nobody,brain,1,0
312,nobody,brain,1,0
313,nobody,brain,1,0
314,nobody,brain,1,0
315,nobody,brain,1,0
316,nobody,brain,1,0
317,nobody,brain,1,0
318,nobody,brain,1,0
319,nobody,brain,1,0
320,nobody,brain,1,0
321,nobody,brain,1,0
322,nobody,brain,1,0
323,nobody,brain,1,0
324,nobody,brain,1,0
325,nobody,brain,1,0
326,nobody,brain,1,0
327,nobody,brain,1,0
328,nobody,brain,1,0
329,nobody,brain,1,0
330,nobody,brain,1,0
331,nobody,brain,1,0
332,nobody,brain,1,0
333,nobody,brain,1,0
334,nobody,brain,1,0
335,nobody,brain,1,0
336,nobody,brain,1,0
337,nobody,brain,1,0
338,nobody,brain,1,0
339,nobody,brain,1,0
340,nobody,brain,1,0
341,nobody,brain,1,0
342,nobody,brain,1,0
343,nobody,brain,1,0
344,nobody,brain,1,0
345,nobody,brain,1,0
346,nobody,brain,1,0
347,nobody,brain,1,0
348,nobody,brain,1,0
349,nobody,brain,1,0
350,nobody,brain,1,0
351,nobody,brain,1,0
352,nobody,brain,1,0
353,nobody,brain,1,0
354,nobody,brain,1,0
355,nobody,brain,1,0
356,nobody,brain,1,0
357,nobody,brain,1,0
358,nobody,brain,1,0
359,nobody,brain,1,0
360,nobody,brain,1,3
361,nobody,brain,1,1
362,nobody,brain,1,1
363,nobody,brain,1,0
364,nobody,brain,1,3
365,nobody,brain,1,0
366,nobody,brain,1,1
367,nobody,brain,1,1
368,nobody,brain,1,2
369,nobody,brain,1,1
370,nobody,brain,1,1
371,nobody,brain,1,1
372,nobody,brain,1,1
373,nobody,brain,1,5
374,nobody,brain,1,2
375,nobody,brain,1,1
376,nobody,brain,1,0
377,nobody,brain,1,2
378,nobody,brain,1,2
379,nobody,brain,1,1
380,nobody,brain,1,2
381,nobody,brain,1,1
382,nobody,brain,1,0
383,nobody,brain,1,3
384,nobody,brain,1,0
385,nobody,brain,1,0
386,nobody,brain,1,0
387,nobody,brain,1,2
388,nobody,brain,1,2
389,nobody,brain,1,0
390,nobody,brain,1,1
391,nobody,brain,1,1
392,nobody,brain,1,2
393,nobody,brain,1,2
394,nobody,brain,1,1
395,nobody,brain,1,1
396,nobody,brain,1,4
397,nobody,brain,1,1
398,nobody,brain,1,1
399,nobody,brain,1,0
400,nobody,brain,1,0
401,nobody,brain,1,0
402,nobody,brain,1,2
403,nobody,brain,1,1
404,nobody,brain,1,2
405,nobody,brain,1,1
406,nobody,brain,1,1
407,nobody,brain,1,1
408,nobody,brain,1,2
409,nobody,brain,1,0
410,nobody,brain,1,0
411,nobody,brain,1,0
412,nobody,brain,1,0
413,nobody,brain,1,1
414,nobody,brain,1,2
415,nobody,brain,1,0
416,nobody,brain,1,0
417,nobody,brain,1,5
418,nobody,brain,1,2
419,nobody,brain,1,1
420,nobody,brain,1,1
421,nobody,brain,1,0
422,nobody,brain,1,0
423,nobody,brain,1,2
424,nobody,brain,1,0
425,nobody,brain,1,0
426,nobody,brain,1,3
427,nobody,brain,1,0
428,nobody,brain,1,1
429,nobody,brain,1,2
430,nobody,brain,1,0
431,nobody,brain,1,0
432,nobody,brain,1,1
433,nobody,brain,1,0
434,nobody,brain,1,2
435,nobody,brain,1,0
436,nobody,brain,1,1
437,nobody,brain,1,2
438,nobody,brain,1,0
439,nobody,brain,1,1
440,somebody,brain,1,0
441,somebody,brain,1,0
442,somebody,brain,1,0
443,somebody,brain,1,0
444,somebody,brain,1,0
445,somebody,brain,1,0
446,somebody,brain,1,0
447,somebody,brain,1,0
448,somebody,brain,1,0
449,somebody,brain,1,0
450,somebody,brain,1,0
451,somebody,brain,1,0
452,somebody,brain,1,0
453,somebody,brain,1,0
454,somebody,brain,1,0
455,somebody,brain,1,0
