	name	debug
0	Bend5_chr4_8175	ok
1	Cdk5r1_chr11_12559	ok
2	Col1a1_chr11_15322	ok
3	Klf4_chr4_3934	ok
4	Lamc1_chr1_12152	ok
5	Tubb2b_chr13_2576	ok
6	Txndc12_chr4_7951	ok
7	reference	ok
8	Cdk5r1_chr11_12582	ok
9	Gata4_chr14_5714	NaNs in SEs; H=np.array([[-820.1733309743996, -43.87466217448073, -57.19403492539963, -165.97575439157302, -82.80675463843885, -66.38486931910516, -76.45383915170295, -52.66803379227212, 58.70774422666505, 59.704153220457776, 58.359693345381324, 59.458706008115996, 58.548098569262315, 61.51725297734635, 2.99558128785984], [-43.87466217448073, -43.87466217448073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.130941530396844, 2.7741952408168804, 2.4838029573095453, 2.7747935106050226, 3.1209780359464605, 3.2150594940438952, 0.8639760988774614], [-57.19403492539963, 0.0, -57.19403492539963, 0.0, 0.0, 0.0, 0.0, 0.0, 4.264807243524574, 3.8031204736729003, 4.040908720915222, 4.725218368441896, 4.0929504670881975, 3.9481967206378688, 0.05282922614987225], [-165.97575439157302, 0.0, 0.0, -165.97575439157302, 0.0, 0.0, 0.0, 0.0, 12.055681334579909, 11.447432510777128, 12.271493420685768, 11.91570623022999, 11.839335149493653, 12.317615929120189, 0.7651839704626765], [-82.80675463843885, 0.0, 0.0, 0.0, -82.80675463843885, 0.0, 0.0, 0.0, 5.727816830103476, 5.633299798147787, 6.162386154592178, 5.8974941585228295, 6.180635362489692, 6.437741336391619, 0.17454347124713748], [-66.38486931910516, 0.0, 0.0, 0.0, 0.0, -66.38486931910516, 0.0, 0.0, 4.861865539700658, 4.656398422912141, 4.803298751435658, 5.071356070097045, 4.67997615081224, 4.944620337931075, 0.019511915425414614], [-76.45383915170295, 0.0, 0.0, 0.0, 0.0, 0.0, -76.45383915170295, 0.0, 4.9768519588868365, 5.814015163828785, 5.646661447178645, 5.6799477597465575, 5.521266173087556, 5.8626338828151745, 0.026453847769738616], [-52.66803379227212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -52.66803379227212, 3.716302976366592, 3.994891291760025, 3.696321397928857, 4.08576988643878, 3.6769091441996316, 3.8667867008623222, 0.02039509258696603], [58.707744226665035, 4.130941530396844, 4.264807243524574, 12.055681334579901, 5.727816830103478, 4.861865539700658, 4.9768519588868365, 3.7163029763665913, -25.759102870073413, 0.0, 0.0, 0.0, 0.0, 0.0, 4.1583517946723685], [59.704153220457776, 2.7741952408168804, 3.8031204736729003, 11.447432510777128, 5.633299798147787, 4.65639842291214, 5.814015163828784, 3.994891291760025, 0.0, -33.74071148630117, 0.0, 0.0, 0.0, 0.0, 4.040446888801117], [58.359693345381324, 2.483802957309545, 4.040908720915222, 12.271493420685767, 6.162386154592178, 4.803298751435658, 5.646661447178645, 3.696321397928857, 0.0, 0.0, -27.182808282850548, 0.0, 0.0, 0.0, 3.902586831739063], [59.458706008115996, 2.7747935106050226, 4.725218368441896, 11.91570623022999, 5.8974941585228295, 5.071356070097045, 5.6799477597465575, 4.08576988643878, 0.0, 0.0, 0.0, -28.99974548338231, 0.0, 0.0, 3.9584199340448762], [58.548098569262315, 3.1209780359464605, 4.092950467088198, 11.839335149493653, 6.180635362489692, 4.679976150812239, 5.521266173087554, 3.6769091441996316, 0.0, 0.0, 0.0, 0.0, -27.828890776018163, 0.0, 4.002705518843202], [61.51725297734635, 3.2150594940438944, 3.948196720637869, 12.317615929120189, 6.437741336391619, 4.944620337931075, 5.8626338828151745, 3.86678670086232, 0.0, 0.0, 0.0, 0.0, 0.0, -32.68000429806317, 4.207753135478395], [2.9955812878599204, 0.8639760988774547, 0.052829226149853525, 0.765183970462644, 0.17454347124717629, 0.019511915425447057, 0.02645384776972648, 0.02039509258694494, 4.15835179467183, 4.040446888801853, 3.9025868317371533, 3.958419934045196, 4.002705518843641, 4.2077531354796065, -31.701124784765852]])
10	Tubb2b_chr13_2590	ok
11	Sox17_chr1_82	ok
12	Sparc_chr11_7195	ok
13	Sparc_chr11_7234	ok
14	Col1a1_chr11_15275	ok
15	Foxa2_chr2_13858	ok
16	Map1b_chr13_9447	ok
17	Sox4_chr13_2052	ok
18	Tgfbi_chr13_5705	ok
19	Lama1_chr17_7793	ok
20	Map1b_chr13_9429	ok
21	pgk1P	ok
22	Epas1_chr17_10061	ok
23	Epas1_chr17_10070	ok
24	Lamb1_chr12_2296	ok
25	Tgfbi_chr13_5741	ok
26	Tubb2b_chr13_2568	ok
27	Cdk5r1_chr11_12562	ok
28	Foxa2_chr2_13841	ok
29	Igfbp4_chr11_16728	ok
30	Igfbp4_chr11_16743	ok
31	Lamb1_chr12_2210	ok
32	Lamb1_chr12_2239	ok
33	Sox2_chr3_2005	ok
34	Sparc_chr11_7203	ok
35	Sparc_chr11_7211	ok
36	Tubb2b_chr13_2577	ok
37	Txndc12_chr4_7962	ok
38	Bend5_chr4_8179	ok
39	Col1a2_chr6_77	ok
40	Col5a1_chr2_2576	ok
41	Epas1_chr17_10071	ok
42	Gata4_chr14_5760	NaNs in SEs; H=np.array([[-562.900770965037, -37.08579438797885, -41.449528919620285, -152.9371525031433, -35.105908387776566, -56.84804828930339, -63.451709293191676, -29.415990269299478, 44.137707390366394, 43.91795028022522, 43.37020271337293, 43.565690705475674, 43.31822079311169, 45.911296974419784, 1.2057655995296714], [-37.08579438797885, -37.08579438797885, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5494939100710563, 3.081799308895165, 3.286215058232339, 2.8357299167667116, 2.3643278106683736, 3.0316894559895853, 0.4147718539092959], [-41.449528919620285, 0.0, -41.449528919620285, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1523988794194806, 3.335795759877931, 3.1656324192508563, 3.215510058586613, 3.4015791383659377, 3.2257268460818604, 0.01815479245948267], [-152.9371525031433, 0.0, 0.0, -152.9371525031433, 0.0, 0.0, 0.0, 0.0, 11.929031633645085, 11.637581326249693, 10.790756397643763, 11.850360948437078, 11.367215195699035, 13.790007025734882, 0.5724619210292569], [-35.105908387776566, 0.0, 0.0, 0.0, -35.105908387776566, 0.0, 0.0, 0.0, 2.76453145615023, 2.815655875681946, 2.4296603198313917, 2.905784193113701, 2.733071728789277, 2.8591073659463024, 0.01191696756461903], [-56.84804828930339, 0.0, 0.0, 0.0, 0.0, -56.84804828930339, 0.0, 0.0, 4.48746375955169, 4.377186312588741, 4.336040554234103, 4.497760517722716, 4.552660465142649, 4.55416354127475, 0.009700488126944622], [-63.451709293191676, 0.0, 0.0, 0.0, 0.0, 0.0, -63.451709293191676, 0.0, 5.247064980769226, 4.951428231647617, 5.239054479381635, 4.794937887286989, 4.853295441513546, 4.9273621142830795, 0.012154255800003346], [-29.415990269299478, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -29.415990269299478, 2.3146137904235813, 2.4919238524091565, 2.3913609559510713, 2.284558775681575, 2.3230773389826456, 2.008844947418378, 0.025594781292187393], [44.137707390366394, 2.5494939100710563, 3.152398879419481, 11.929031633645085, 2.7645314561502317, 4.487463759551693, 5.247064980769226, 2.3146137904235817, -24.34878219434358, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5040254637274857], [43.91795028022524, 3.081799308895165, 3.335795759877931, 11.637581326249693, 2.815655875681946, 4.377186312588741, 4.951428231647617, 2.491923852409154, 0.0, -22.10299893729181, 0.0, 0.0, 0.0, 0.0, 1.532163981911645], [43.37020271337293, 3.286215058232339, 3.1656324192508563, 10.790756397643763, 2.4296603198313917, 4.336040554234103, 5.239054479381635, 2.3913609559510713, 0.0, 0.0, -24.709341255746377, 0.0, 0.0, 0.0, 1.5100332769045204], [43.56569070547566, 2.8357299167667103, 3.215510058586613, 11.850360948437075, 2.905784193113701, 4.497760517722716, 4.794937887286989, 2.284558775681575, 0.0, 0.0, 0.0, -22.186231615917816, 0.0, 0.0, 1.5116774074759585], [43.31822079311169, 2.3643278106683736, 3.401579138365937, 11.367215195699035, 2.7330717287892776, 4.5526604651426466, 4.853295441513546, 2.3230773389826456, 0.0, 0.0, 0.0, 0.0, -20.727857845436542, 0.0, 1.4555936451097682], [45.911296974419784, 3.0316894559895853, 3.2257268460818596, 13.790007025734882, 2.8591073659463024, 4.55416354127475, 4.92736211428308, 2.008844947418378, 0.0, 0.0, 0.0, 0.0, 0.0, -21.924961795932944, 1.642164302103728], [1.2057655995303094, 0.4147718539092935, 0.018154792459480262, 0.5724619210292303, 0.011916967564619796, 0.009700488126945572, 0.012154255800020053, 0.025594781292191726, 1.5040254637277712, 1.5321639819098891, 1.5100332769012539, 1.511677407477805, 1.4555936451090474, 1.6421643021022874, -8.302907006931491]])
43	Klf4_chr4_3948	ok
44	Lamb1_chr12_2183	ok
45	Sox4_chr13_2055	ok
46	Sparc_chr11_7235	ok
47	Txndc12_chr4_7961	ok
48	ubcP	ok
49	Col1a1_chr11_15307	ok
50	Igfbp4_chr11_16710	ok
51	Sparc_chr11_7243	ok
52	Bend5_chr4_8174	ok
53	Cdk5r1_chr11_12574	ok
54	Cited2_chr10_1253	ok
55	Col1a2_chr6_93	ok
56	Col5a1_chr2_2575	ok
57	Igfbp4_chr11_16711	ok
58	Igfbp4_chr11_16740	ok
59	Sparc_chr11_7210	ok
60	Sparc_chr11_7230	ok
61	Txndc12_chr4_7973	ok
62	Txndc12_chr4_7978	ok
63	eef1aP	ok
64	Tubb2b_chr13_2583	ok
65	Cited2_chr10_1254	ok
66	Sox17_chr1_67	ok
67	Sox2_chr3_2007	ok
68	Sox17_chr1_58	ok
69	Gata4_chr14_5749	ok
70	Map1b_chr13_9445	ok
71	Btg1_chr10_9578	ok
72	Foxa2_chr2_13808	ok
73	Col1a1_chr11_15270	ok
74	Tgfbi_chr13_5692	ok
75	Foxa2_chr2_13840	ok
76	Lamc1_chr1_12175	ok
77	Gata4_chr14_5742	ok
78	Gata4_chr14_5677	ok
79	Gata4_chr14_5710	ok
80	Lamb1_chr12_2182	NaNs in SEs; H=np.array([[-183.6040832954027, -59.856676881189586, -36.97879693002507, 13.423638146679815, 13.80194244985118, 13.334719813199554, 13.674496823881853, 13.345426782927394, 14.290561826980873, 0.1611252136570748], [-59.856676881189586, -59.856676881189586, 0.0, 4.645900608788662, 4.58154203033917, 4.173098596451587, 4.131744622362752, 4.202948953859633, 4.730427536462147, 0.10461133667359615], [-36.97879693002507, 0.0, -36.97879693002507, 2.5525219726740107, 2.938632384745144, 2.588467294828049, 3.157812894756413, 2.768749257631216, 2.529045200235517, 0.010979010425953274], [13.423638146679815, 4.645900608788662, 2.5525219726740107, -5.283619756342729, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4075203653498719], [13.801942449851182, 4.58154203033917, 2.938632384745144, 0.0, -6.284012823546887, 0.0, 0.0, 0.0, 0.0, 0.41312891888098274], [13.334719813199554, 4.173098596451587, 2.588467294828049, 0.0, 0.0, -8.11016948585576, 0.0, 0.0, 0.0, 0.3951529345342105], [13.674496823881853, 4.131744622362752, 3.1578128947564106, 0.0, 0.0, 0.0, -6.788693786391414, 0.0, 0.0, 0.3993111446438024], [13.345426782927394, 4.202948953859633, 2.768749257631216, 0.0, 0.0, 0.0, 0.0, -6.052328386295628, 0.0, 0.3950489820306369], [14.290561826980873, 4.730427536462147, 2.529045200235517, 0.0, 0.0, 0.0, 0.0, 0.0, -6.982873675843429, 0.43030646746012813], [0.16112521365718635, 0.10461133667359945, 0.010979010425934632, 0.40752036534928493, 0.4131289188810001, 0.39515293453388267, 0.3993111446441162, 0.3950489820306302, 0.43030646746024104, -2.6409468481224394]])
81	Lamb1_chr12_2289	ok
82	Tubb2b_chr13_2578	ok
83	Btg1_chr10_9612	ok
84	Col1a1_chr11_15258	ok
85	Col1a2_chr6_88	ok
86	Foxa2_chr2_13818	ok
87	Foxa2_chr2_13856	ok
88	Gata4_chr14_5752	ok
89	Igfbp4_chr11_16716	ok
90	Igfbp4_chr11_16735	ok
91	Lamb1_chr12_2207	NaNs in SEs; H=np.array([[-186.13101917925215, -27.9839544595664, -26.44766879497991, -46.21372876776571, 12.185511411818586, 11.503209921635587, 11.349079326280368, 9.779799466029685, 9.615860914148136, 12.042698271030059, 0.15067195626643282], [-27.9839544595664, -27.9839544595664, 0.0, 0.0, 2.00745843919981, 1.5590190360895708, 1.8379649725245493, 1.4857739535995838, 1.3288286923734407, 1.8787627541589278, 0.018707731705447855], [-26.44766879497991, 0.0, -26.44766879497991, 0.0, 1.6548435173913305, 1.6013969001204562, 1.6472748610007715, 1.389908347479956, 1.3810401241353576, 1.7866967137123255, 0.001969658060372642], [-46.21372876776571, 0.0, 0.0, -46.21372876776571, 3.0750277348404724, 2.840158141204092, 2.706458581713321, 2.4578491410706182, 2.3033423971531346, 3.1932917178129374, 0.014975509981685235], [12.185511411818588, 2.0074584391998123, 1.6548435173913318, 3.0750277348404724, -5.660600870611269, 0.0, 0.0, 0.0, 0.0, 0.0, 0.755070631664478], [11.50320992163559, 1.5590190360895717, 1.6013969001204562, 2.840158141204092, 0.0, -4.723223174476103, 0.0, 0.0, 0.0, 0.0, 0.7195698799753886], [11.349079326280368, 1.8379649725245493, 1.6472748610007715, 2.706458581713321, 0.0, 0.0, -5.0754166480574545, 0.0, 0.0, 0.0, 0.7037224040422467], [9.779799466029685, 1.4857739535995838, 1.3899083474799565, 2.4578491410706182, 0.0, 0.0, 0.0, -2.635825186533282, 0.0, 0.0, 0.6054315431935554], [9.615860914148138, 1.3288286923734407, 1.3810401241353576, 2.3033423971531373, 0.0, 0.0, 0.0, 0.0, -2.6880598876154442, 0.0, 0.6012275959120243], [12.042698271030059, 1.8787627541589278, 1.7866967137123255, 3.1932917178129365, 0.0, 0.0, 0.0, 0.0, 0.0, -6.64342170374199, 0.7343036220409932], [0.1506719562662795, 0.01870773170544826, 0.001969658060349211, 0.014975509981713486, 0.7550706316645943, 0.7195698799754808, 0.7037224040422672, 0.6054315431934896, 0.6012275959120217, 0.7343036220411534, -8.541602000769217]])
92	Lamb1_chr12_2216	ok
93	Lamb1_chr12_2238	ok
94	Lamc1_chr1_12189	ok
95	Sox17_chr1_69	ok
96	Sox2_chr3_2009	ok
97	Sparc_chr11_7213	ok
98	Bend5_chr4_8168	NaNs in SEs; H=np.array([[-418.8690895418014, -52.29073509834706, -78.25931969200806, -81.16655737462202, -41.91516446136726, 26.3315733960541, 28.19910606275866, 27.79980611911905, 28.560993325888536, 29.877810344773955, 28.326926530763075, 0.14974148170854223], [-52.29073509834706, -52.29073509834706, 0.0, 0.0, 0.0, 3.1077430340204417, 3.7374681636937406, 3.7512306185834428, 3.3235885301319508, 3.769247644116106, 3.449680147930397, 0.014927232058041825], [-78.25931969200806, 0.0, -78.25931969200806, 0.0, 0.0, 4.495401300887243, 5.440880713596452, 5.532902668161439, 5.359867151543564, 5.892952449825004, 5.040106730582662, 0.030745077518169493], [-81.16655737462202, 0.0, 0.0, -81.16655737462202, 0.0, 5.088942497294391, 5.475358571917326, 5.218798303947602, 5.936068295998514, 5.4388668853386495, 5.615829176410324, 0.010184482042079775], [-41.91516446136726, 0.0, 0.0, 0.0, -41.91516446136726, 2.8736704374514517, 2.580868608028831, 2.7142560667079914, 3.1218290267268234, 2.778142379871894, 2.778601834859455, 0.0027646580688044566], [26.3315733960541, 3.1077430340204417, 4.495401300887239, 5.088942497294391, 2.8736704374514517, -8.771715089509918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4363224178568786], [28.19910606275866, 3.7374681636937406, 5.440880713596452, 5.475358571917326, 2.580868608028831, 0.0, -11.488460811866169, 0.0, 0.0, 0.0, 0.0, 0.4693450364014169], [27.79980611911905, 3.7512306185834428, 5.532902668161439, 5.2187983039476045, 2.7142560667079914, 0.0, 0.0, -11.00572667809777, 0.0, 0.0, 0.0, 0.46146134862812743], [28.560993325888536, 3.3235885301319508, 5.359867151543564, 5.936068295998514, 3.1218290267268234, 0.0, 0.0, 0.0, -13.074415203988528, 0.0, 0.0, 0.4676258924508747], [29.877810344773955, 3.769247644116106, 5.892952449825004, 5.438866885338657, 2.778142379871894, 0.0, 0.0, 0.0, 0.0, -16.08235773193887, 0.0, 0.5011865223685338], [28.326926530763075, 3.449680147930397, 5.040106730582662, 5.615829176410324, 2.7786018348594586, 0.0, 0.0, 0.0, 0.0, 0.0, -12.4674116814247, 0.4708014634145813], [0.14974148170909984, 0.014927232058035145, 0.03074507751815503, 0.010184482042063792, 0.002764658068802106, 0.4363224178554219, 0.4693450364012506, 0.4614613486290864, 0.46762589244622177, 0.5011865223684708, 0.47080146341374984, -2.6574664995532657]])
99	Bend5_chr4_8199	ok
100	Btg1_chr10_9572	ok
101	Cdk5r1_chr11_12575	ok
102	Col1a1_chr11_15316	ok
103	Epas1_chr17_10056	ok
104	Epas1_chr17_10063	ok
105	Foxa2_chr2_13820	ok
